,Unnamed: 0,Date,Post
6537,6537,2013-04-19,68
8175,8175,2013-04-19,56
3625,3625,2013-04-19,59
531,531,2013-04-19,71
1077,1077,2013-04-19,68
1623,1623,2013-04-19,66
5809,5809,2013-04-19,34
4535,4535,2013-04-19,56
1987,1987,2013-04-19,70
4717,4717,2013-04-19,40
5627,5627,2013-04-19,67
3079,3079,2013-04-19,36
3443,3443,2013-04-19,51
3261,3261,2013-04-19,49
6173,6173,2013-04-19,63
713,713,2013-04-19,63
5263,5263,2013-04-19,50
2897,2897,2013-04-19,30
2533,2533,2013-04-19,56
349,349,2013-04-19,67
5081,5081,2013-04-19,64
7447,7447,2013-04-19,26
2169,2169,2013-04-19,64
2351,2351,2013-04-19,41
4171,4171,2013-04-19,46
1259,1259,2013-04-19,29
6719,6719,2013-04-19,68
7811,7811,2013-04-19,66
4353,4353,2013-04-19,51
7629,7629,2013-04-19,68
7993,7993,2013-04-19,41
5991,5991,2013-04-19,71
895,895,2013-04-19,67
4899,4899,2013-04-19,53
2715,2715,2013-04-19,50
7083,7083,2013-04-19,68
5445,5445,2013-04-19,67
6901,6901,2013-04-19,64
6355,6355,2013-04-19,53
3807,3807,2013-04-19,67
3989,3989,2013-04-19,50
1805,1805,2013-04-19,68
7265,7265,2013-04-19,45
7812,7812,2013-04-26,67
4172,4172,2013-04-26,44
896,896,2013-04-26,60
350,350,2013-04-26,58
3626,3626,2013-04-26,48
3080,3080,2013-04-26,42
6538,6538,2013-04-26,64
7448,7448,2013-04-26,35
4354,4354,2013-04-26,48
7994,7994,2013-04-26,48
3262,3262,2013-04-26,47
714,714,2013-04-26,58
2898,2898,2013-04-26,35
7266,7266,2013-04-26,44
5628,5628,2013-04-26,58
1260,1260,2013-04-26,35
6720,6720,2013-04-26,64
8176,8176,2013-04-26,50
5446,5446,2013-04-26,58
168,168,2013-04-26,59
7084,7084,2013-04-26,63
2716,2716,2013-04-26,46
1806,1806,2013-04-26,74
3990,3990,2013-04-26,48
5264,5264,2013-04-26,48
2534,2534,2013-04-26,50
2170,2170,2013-04-26,70
5082,5082,2013-04-26,70
6902,6902,2013-04-26,70
5810,5810,2013-04-26,41
4900,4900,2013-04-26,50
1442,1442,2013-04-26,56
4536,4536,2013-04-26,45
3808,3808,2013-04-26,58
3444,3444,2013-04-26,47
6174,6174,2013-04-26,58
6356,6356,2013-04-26,50
4718,4718,2013-04-26,40
1624,1624,2013-04-26,59
532,532,2013-04-26,65
2352,2352,2013-04-26,48
5992,5992,2013-04-26,76
1988,1988,2013-04-26,64
1078,1078,2013-04-26,60
7630,7630,2013-04-26,74
2895,2895,2013-05-04,40
7627,7627,2013-05-04,70
4897,4897,2013-05-04,43
3259,3259,2013-05-04,40
6717,6717,2013-05-04,63
7991,7991,2013-05-04,53
3987,3987,2013-05-04,41
1621,1621,2013-05-04,56
5079,5079,2013-05-04,69
3441,3441,2013-05-04,36
6899,6899,2013-05-04,69
6171,6171,2013-05-04,58
893,893,2013-05-04,61
8173,8173,2013-05-04,43
3077,3077,2013-05-04,48
5443,5443,2013-05-04,58
165,165,2013-05-04,58
4715,4715,2013-05-04,29
5261,5261,2013-05-04,41
711,711,2013-05-04,57
7809,7809,2013-05-04,68
3805,3805,2013-05-04,58
2349,2349,2013-05-04,53
7445,7445,2013-05-04,42
2713,2713,2013-05-04,36
1803,1803,2013-05-04,70
4533,4533,2013-05-04,36
6535,6535,2013-05-04,63
5989,5989,2013-05-04,73
347,347,2013-05-04,58
4351,4351,2013-05-04,41
529,529,2013-05-04,65
7081,7081,2013-05-04,63
1439,1439,2013-05-04,52
5625,5625,2013-05-04,58
2531,2531,2013-05-04,43
7263,7263,2013-05-04,35
5807,5807,2013-05-04,47
1075,1075,2013-05-04,61
3623,3623,2013-05-04,39
6353,6353,2013-05-04,43
2167,2167,2013-05-04,69
1257,1257,2013-05-04,39
1985,1985,2013-05-04,65
4169,4169,2013-05-04,35
5820,5820,2013-05-07,72
1452,1452,2013-05-07,76
4910,4910,2013-05-07,77
6002,6002,2013-05-07,99
4546,4546,2013-05-07,71
2544,2544,2013-05-07,77
3090,3090,2013-05-07,75
7822,7822,2013-05-07,81
1270,1270,2013-05-07,53
2726,2726,2013-05-07,70
8186,8186,2013-05-07,77
3636,3636,2013-05-07,72
906,906,2013-05-07,82
3272,3272,2013-05-07,77
724,724,2013-05-07,76
4364,4364,2013-05-07,76
6366,6366,2013-05-07,77
5456,5456,2013-05-07,81
1634,1634,2013-05-07,80
3818,3818,2013-05-07,81
4000,4000,2013-05-07,75
2180,2180,2013-05-07,101
7276,7276,2013-05-07,71
360,360,2013-05-07,79
2908,2908,2013-05-07,65
7458,7458,2013-05-07,69
4182,4182,2013-05-07,71
5092,5092,2013-05-07,101
6912,6912,2013-05-07,101
6184,6184,2013-05-07,77
5274,5274,2013-05-07,75
1998,1998,2013-05-07,82
2362,2362,2013-05-07,85
7640,7640,2013-05-07,93
6548,6548,2013-05-07,84
7094,7094,2013-05-07,84
6730,6730,2013-05-07,84
5638,5638,2013-05-07,81
8004,8004,2013-05-07,85
3454,3454,2013-05-07,69
1816,1816,2013-05-07,93
178,178,2013-05-07,79
1088,1088,2013-05-07,82
4728,4728,2013-05-07,65
542,542,2013-05-07,81
3993,3993,2013-05-17,56
5267,5267,2013-05-17,56
6541,6541,2013-05-17,73
171,171,2013-05-17,69
5995,5995,2013-05-17,87
6177,6177,2013-05-17,70
899,899,2013-05-17,71
3629,3629,2013-05-17,57
5449,5449,2013-05-17,71
1627,1627,2013-05-17,72
2537,2537,2013-05-17,60
6905,6905,2013-05-17,83
4721,4721,2013-05-17,47
7087,7087,2013-05-17,73
5631,5631,2013-05-17,71
1991,1991,2013-05-17,75
6723,6723,2013-05-17,73
4903,4903,2013-05-17,60
353,353,2013-05-17,70
2719,2719,2013-05-17,51
1081,1081,2013-05-17,72
1263,1263,2013-05-17,53
4357,4357,2013-05-17,56
1445,1445,2013-05-17,68
4539,4539,2013-05-17,54
535,535,2013-05-17,75
2173,2173,2013-05-17,83
5813,5813,2013-05-17,64
2355,2355,2013-05-17,70
7633,7633,2013-05-17,82
1809,1809,2013-05-17,82
4175,4175,2013-05-17,51
7815,7815,2013-05-17,72
5085,5085,2013-05-17,83
717,717,2013-05-17,70
8179,8179,2013-05-17,60
6359,6359,2013-05-17,60
3447,3447,2013-05-17,52
2901,2901,2013-05-17,53
7269,7269,2013-05-17,51
3083,3083,2013-05-17,63
3811,3811,2013-05-17,71
7451,7451,2013-05-17,60
3265,3265,2013-05-17,56
7997,7997,2013-05-17,70
7998,7998,2013-05-24,57
2174,2174,2013-05-24,77
5450,5450,2013-05-24,77
7088,7088,2013-05-24,80
536,536,2013-05-24,81
4358,4358,2013-05-24,64
2902,2902,2013-05-24,47
6360,6360,2013-05-24,65
4722,4722,2013-05-24,51
5268,5268,2013-05-24,62
7634,7634,2013-05-24,81
1810,1810,2013-05-24,81
7816,7816,2013-05-24,79
6178,6178,2013-05-24,76
3084,3084,2013-05-24,52
7452,7452,2013-05-24,52
1992,1992,2013-05-24,80
1264,1264,2013-05-24,50
354,354,2013-05-24,76
2720,2720,2013-05-24,62
4176,4176,2013-05-24,59
3812,3812,2013-05-24,77
7270,7270,2013-05-24,57
5086,5086,2013-05-24,77
6724,6724,2013-05-24,80
3266,3266,2013-05-24,63
6906,6906,2013-05-24,77
5632,5632,2013-05-24,77
8180,8180,2013-05-24,67
1628,1628,2013-05-24,80
1446,1446,2013-05-24,75
2356,2356,2013-05-24,57
3630,3630,2013-05-24,67
1082,1082,2013-05-24,78
172,172,2013-05-24,77
5814,5814,2013-05-24,59
5996,5996,2013-05-24,84
3994,3994,2013-05-24,62
6542,6542,2013-05-24,80
4904,4904,2013-05-24,65
3448,3448,2013-05-24,62
900,900,2013-05-24,77
2538,2538,2013-05-24,67
4540,4540,2013-05-24,67
718,718,2013-05-24,76
7817,7817,2013-05-31,82
7453,7453,2013-05-31,57
1993,1993,2013-05-31,78
1083,1083,2013-05-31,77
7635,7635,2013-05-31,82
6725,6725,2013-05-31,80
355,355,2013-05-31,78
3813,3813,2013-05-31,77
5633,5633,2013-05-31,77
1447,1447,2013-05-31,78
2357,2357,2013-05-31,60
4359,4359,2013-05-31,61
537,537,2013-05-31,78
2175,2175,2013-05-31,81
4541,4541,2013-05-31,62
4905,4905,2013-05-31,64
5815,5815,2013-05-31,64
1265,1265,2013-05-31,50
3449,3449,2013-05-31,62
4177,4177,2013-05-31,55
2721,2721,2013-05-31,60
719,719,2013-05-31,79
5997,5997,2013-05-31,85
5269,5269,2013-05-31,60
6179,6179,2013-05-31,79
1811,1811,2013-05-31,82
4723,4723,2013-05-31,50
1629,1629,2013-05-31,78
6361,6361,2013-05-31,64
6543,6543,2013-05-31,80
901,901,2013-05-31,78
3267,3267,2013-05-31,60
7089,7089,2013-05-31,80
5451,5451,2013-05-31,77
5087,5087,2013-05-31,81
7999,7999,2013-05-31,60
8181,8181,2013-05-31,65
173,173,2013-05-31,78
7271,7271,2013-05-31,54
2903,2903,2013-05-31,50
2539,2539,2013-05-31,65
3085,3085,2013-05-31,53
3631,3631,2013-05-31,62
6907,6907,2013-05-31,81
3995,3995,2013-05-31,60
903,903,2013-06-14,80
4907,4907,2013-06-14,67
1267,1267,2013-06-14,54
3997,3997,2013-06-14,64
5453,5453,2013-06-14,81
2359,2359,2013-06-14,76
7091,7091,2013-06-14,80
3451,3451,2013-06-14,62
7273,7273,2013-06-14,59
1995,1995,2013-06-14,78
6363,6363,2013-06-14,67
1813,1813,2013-06-14,91
6909,6909,2013-06-14,92
3633,3633,2013-06-14,67
6727,6727,2013-06-14,81
2723,2723,2013-06-14,61
4361,4361,2013-06-14,63
2541,2541,2013-06-14,70
2905,2905,2013-06-14,63
1449,1449,2013-06-14,79
4179,4179,2013-06-14,58
5635,5635,2013-06-14,81
5089,5089,2013-06-14,92
1631,1631,2013-06-14,79
5999,5999,2013-06-14,95
3269,3269,2013-06-14,62
8001,8001,2013-06-14,76
5271,5271,2013-06-14,64
6181,6181,2013-06-14,82
6545,6545,2013-06-14,81
4725,4725,2013-06-14,54
721,721,2013-06-14,79
7819,7819,2013-06-14,86
3087,3087,2013-06-14,66
7455,7455,2013-06-14,68
3815,3815,2013-06-14,81
8183,8183,2013-06-14,70
4543,4543,2013-06-14,65
539,539,2013-06-14,78
2177,2177,2013-06-14,92
175,175,2013-06-14,79
5817,5817,2013-06-14,74
357,357,2013-06-14,80
7637,7637,2013-06-14,91
1085,1085,2013-06-14,80
7092,7092,2013-06-21,84
7820,7820,2013-06-21,86
6000,6000,2013-06-21,93
4362,4362,2013-06-21,66
1996,1996,2013-06-21,82
8184,8184,2013-06-21,70
3816,3816,2013-06-21,82
5272,5272,2013-06-21,67
6182,6182,2013-06-21,80
358,358,2013-06-21,81
2724,2724,2013-06-21,62
4726,4726,2013-06-21,56
4180,4180,2013-06-21,61
1814,1814,2013-06-21,90
904,904,2013-06-21,83
5454,5454,2013-06-21,82
5818,5818,2013-06-21,70
6728,6728,2013-06-21,83
2178,2178,2013-06-21,87
3088,3088,2013-06-21,60
7456,7456,2013-06-21,66
2906,2906,2013-06-21,61
722,722,2013-06-21,79
1450,1450,2013-06-21,77
1632,1632,2013-06-21,79
2542,2542,2013-06-21,70
8002,8002,2013-06-21,70
3270,3270,2013-06-21,65
1086,1086,2013-06-21,83
6546,6546,2013-06-21,83
5090,5090,2013-06-21,87
5636,5636,2013-06-21,82
3634,3634,2013-06-21,68
7638,7638,2013-06-21,90
4544,4544,2013-06-21,67
176,176,2013-06-21,81
3998,3998,2013-06-21,67
2360,2360,2013-06-21,70
3452,3452,2013-06-21,63
7274,7274,2013-06-21,59
540,540,2013-06-21,82
6364,6364,2013-06-21,70
1268,1268,2013-06-21,52
6910,6910,2013-06-21,87
4908,4908,2013-06-21,70
2543,2543,2013-06-28,76
6001,6001,2013-06-28,92
1997,1997,2013-06-28,83
4545,4545,2013-06-28,73
6183,6183,2013-06-28,87
2361,2361,2013-06-28,75
2179,2179,2013-06-28,89
7275,7275,2013-06-28,69
5637,5637,2013-06-28,86
4727,4727,2013-06-28,62
8185,8185,2013-06-28,76
3271,3271,2013-06-28,75
6547,6547,2013-06-28,84
1451,1451,2013-06-28,85
3453,3453,2013-06-28,74
723,723,2013-06-28,86
7457,7457,2013-06-28,70
7821,7821,2013-06-28,90
4909,4909,2013-06-28,77
3089,3089,2013-06-28,65
3635,3635,2013-06-28,74
1269,1269,2013-06-28,55
6729,6729,2013-06-28,84
5819,5819,2013-06-28,75
2725,2725,2013-06-28,73
3999,3999,2013-06-28,74
6911,6911,2013-06-28,89
3817,3817,2013-06-28,86
359,359,2013-06-28,85
5091,5091,2013-06-28,89
177,177,2013-06-28,83
4363,4363,2013-06-28,75
8003,8003,2013-06-28,75
6365,6365,2013-06-28,77
2907,2907,2013-06-28,64
5273,5273,2013-06-28,74
541,541,2013-06-28,85
1815,1815,2013-06-28,90
7093,7093,2013-06-28,86
1633,1633,2013-06-28,85
905,905,2013-06-28,86
1087,1087,2013-06-28,86
7639,7639,2013-06-28,90
5455,5455,2013-06-28,86
4181,4181,2013-06-28,71
3814,3814,2013-07-06,77
1448,1448,2013-07-06,75
6726,6726,2013-07-06,80
356,356,2013-07-06,76
2358,2358,2013-07-06,67
2540,2540,2013-07-06,70
5634,5634,2013-07-06,77
3086,3086,2013-07-06,59
720,720,2013-07-06,78
4906,4906,2013-07-06,69
2722,2722,2013-07-06,62
7818,7818,2013-07-06,83
8182,8182,2013-07-06,70
4542,4542,2013-07-06,65
2904,2904,2013-07-06,54
4360,4360,2013-07-06,66
5816,5816,2013-07-06,62
1084,1084,2013-07-06,79
538,538,2013-07-06,80
7636,7636,2013-07-06,89
2176,2176,2013-07-06,89
7454,7454,2013-07-06,57
8000,8000,2013-07-06,67
6180,6180,2013-07-06,79
6908,6908,2013-07-06,89
6544,6544,2013-07-06,80
5998,5998,2013-07-06,93
1266,1266,2013-07-06,50
4724,4724,2013-07-06,57
7090,7090,2013-07-06,80
3996,3996,2013-07-06,65
1812,1812,2013-07-06,89
6362,6362,2013-07-06,69
7272,7272,2013-07-06,62
4178,4178,2013-07-06,62
5270,5270,2013-07-06,65
3268,3268,2013-07-06,66
902,902,2013-07-06,78
5088,5088,2013-07-06,89
1994,1994,2013-07-06,79
5452,5452,2013-07-06,77
3632,3632,2013-07-06,67
3450,3450,2013-07-06,62
1630,1630,2013-07-06,78
174,174,2013-07-06,76
7642,7642,2013-07-19,87
7278,7278,2013-07-19,75
726,726,2013-07-19,73
3456,3456,2013-07-19,79
2000,2000,2013-07-19,82
8188,8188,2013-07-19,82
2728,2728,2013-07-19,78
4912,4912,2013-07-19,83
1272,1272,2013-07-19,55
2364,2364,2013-07-19,80
4366,4366,2013-07-19,80
908,908,2013-07-19,79
6368,6368,2013-07-19,83
5458,5458,2013-07-19,79
6914,6914,2013-07-19,93
3820,3820,2013-07-19,79
4184,4184,2013-07-19,76
4548,4548,2013-07-19,77
180,180,2013-07-19,79
544,544,2013-07-19,81
4730,4730,2013-07-19,70
1090,1090,2013-07-19,79
3274,3274,2013-07-19,80
5276,5276,2013-07-19,80
7096,7096,2013-07-19,81
6186,6186,2013-07-19,73
8006,8006,2013-07-19,80
6550,6550,2013-07-19,81
5094,5094,2013-07-19,93
2182,2182,2013-07-19,93
2546,2546,2013-07-19,82
1454,1454,2013-07-19,72
6004,6004,2013-07-19,94
5640,5640,2013-07-19,79
1636,1636,2013-07-19,75
6732,6732,2013-07-19,81
5822,5822,2013-07-19,72
3092,3092,2013-07-19,71
3638,3638,2013-07-19,77
362,362,2013-07-19,79
7824,7824,2013-07-19,77
4002,4002,2013-07-19,80
1818,1818,2013-07-19,87
7460,7460,2013-07-19,68
2910,2910,2013-07-19,65
4185,4185,2013-07-26,66
181,181,2013-07-26,81
6005,6005,2013-07-26,89
2365,2365,2013-07-26,83
5823,5823,2013-07-26,72
2547,2547,2013-07-26,76
8007,8007,2013-07-26,83
3821,3821,2013-07-26,85
5641,5641,2013-07-26,85
5459,5459,2013-07-26,85
4003,4003,2013-07-26,74
2183,2183,2013-07-26,90
8189,8189,2013-07-26,76
6551,6551,2013-07-26,83
7825,7825,2013-07-26,79
7643,7643,2013-07-26,83
1091,1091,2013-07-26,84
7279,7279,2013-07-26,66
1455,1455,2013-07-26,78
6187,6187,2013-07-26,77
4549,4549,2013-07-26,68
6369,6369,2013-07-26,77
6915,6915,2013-07-26,90
909,909,2013-07-26,84
727,727,2013-07-26,78
5277,5277,2013-07-26,74
4367,4367,2013-07-26,74
7461,7461,2013-07-26,67
4913,4913,2013-07-26,77
3275,3275,2013-07-26,73
363,363,2013-07-26,83
3093,3093,2013-07-26,71
6733,6733,2013-07-26,83
1819,1819,2013-07-26,83
545,545,2013-07-26,85
1273,1273,2013-07-26,56
4731,4731,2013-07-26,63
3457,3457,2013-07-26,68
2911,2911,2013-07-26,67
3639,3639,2013-07-26,69
5095,5095,2013-07-26,90
7097,7097,2013-07-26,83
1637,1637,2013-07-26,82
2001,2001,2013-07-26,85
2729,2729,2013-07-26,68
885,885,2013-08-02,59
5253,5253,2013-08-02,27
703,703,2013-08-02,49
4889,4889,2013-08-02,28
3797,3797,2013-08-02,57
3615,3615,2013-08-02,25
1249,1249,2013-08-02,11
2523,2523,2013-08-02,28
6527,6527,2013-08-02,62
7255,7255,2013-08-02,15
6345,6345,2013-08-02,28
7619,7619,2013-08-02,57
3069,3069,2013-08-02,26
6891,6891,2013-08-02,54
1431,1431,2013-08-02,47
521,521,2013-08-02,62
1795,1795,2013-08-02,57
2705,2705,2013-08-02,21
7983,7983,2013-08-02,26
5799,5799,2013-08-02,37
3251,3251,2013-08-02,24
157,157,2013-08-02,56
4525,4525,2013-08-02,23
1613,1613,2013-08-02,52
5617,5617,2013-08-02,57
5071,5071,2013-08-02,54
6709,6709,2013-08-02,62
4707,4707,2013-08-02,12
4343,4343,2013-08-02,24
4161,4161,2013-08-02,14
6163,6163,2013-08-02,47
7801,7801,2013-08-02,54
339,339,2013-08-02,56
8165,8165,2013-08-02,28
2159,2159,2013-08-02,54
1977,1977,2013-08-02,63
3433,3433,2013-08-02,22
7437,7437,2013-08-02,33
3979,3979,2013-08-02,27
7073,7073,2013-08-02,62
2341,2341,2013-08-02,26
1067,1067,2013-08-02,60
5981,5981,2013-08-02,59
5435,5435,2013-08-02,57
2887,2887,2013-08-02,25
6531,6531,2013-08-03,56
5439,5439,2013-08-03,52
7987,7987,2013-08-03,37
4711,4711,2013-08-03,26
7623,7623,2013-08-03,64
343,343,2013-08-03,51
6167,6167,2013-08-03,53
6895,6895,2013-08-03,60
2163,2163,2013-08-03,60
3437,3437,2013-08-03,29
161,161,2013-08-03,50
4893,4893,2013-08-03,36
3073,3073,2013-08-03,30
5075,5075,2013-08-03,60
6713,6713,2013-08-03,56
1617,1617,2013-08-03,54
3983,3983,2013-08-03,35
1071,1071,2013-08-03,55
4529,4529,2013-08-03,28
3255,3255,2013-08-03,33
889,889,2013-08-03,53
707,707,2013-08-03,53
7805,7805,2013-08-03,59
4347,4347,2013-08-03,34
1253,1253,2013-08-03,24
2345,2345,2013-08-03,37
5985,5985,2013-08-03,63
2891,2891,2013-08-03,32
5257,5257,2013-08-03,35
7077,7077,2013-08-03,55
3619,3619,2013-08-03,31
6349,6349,2013-08-03,36
1435,1435,2013-08-03,51
3801,3801,2013-08-03,52
7259,7259,2013-08-03,30
1981,1981,2013-08-03,58
8169,8169,2013-08-03,36
5621,5621,2013-08-03,52
2527,2527,2013-08-03,36
1799,1799,2013-08-03,64
5803,5803,2013-08-03,37
2709,2709,2013-08-03,28
7441,7441,2013-08-03,34
4165,4165,2013-08-03,28
525,525,2013-08-03,57
716,716,2013-10-05,64
1626,1626,2013-10-05,65
4538,4538,2013-10-05,61
4174,4174,2013-10-05,62
3082,3082,2013-10-05,54
2536,2536,2013-10-05,58
1444,1444,2013-10-05,60
7450,7450,2013-10-05,46
5084,5084,2013-10-05,70
5812,5812,2013-10-05,50
898,898,2013-10-05,65
6540,6540,2013-10-05,68
2354,2354,2013-10-05,59
5448,5448,2013-10-05,65
5630,5630,2013-10-05,65
4356,4356,2013-10-05,58
3264,3264,2013-10-05,58
5266,5266,2013-10-05,55
5994,5994,2013-10-05,77
1990,1990,2013-10-05,68
6176,6176,2013-10-05,63
7086,7086,2013-10-05,67
7814,7814,2013-10-05,70
4720,4720,2013-10-05,51
352,352,2013-10-05,63
8178,8178,2013-10-05,58
1080,1080,2013-10-05,66
2718,2718,2013-10-05,60
3810,3810,2013-10-05,65
6358,6358,2013-10-05,57
1808,1808,2013-10-05,74
1262,1262,2013-10-05,44
2172,2172,2013-10-05,70
170,170,2013-10-05,63
4902,4902,2013-10-05,57
3628,3628,2013-10-05,61
3446,3446,2013-10-05,59
7996,7996,2013-10-05,59
7268,7268,2013-10-05,58
6904,6904,2013-10-05,70
2900,2900,2013-10-05,42
6722,6722,2013-10-05,68
534,534,2013-10-05,68
3992,3992,2013-10-05,55
7632,7632,2013-10-05,74
7251,7251,2013-11-01,22
3611,3611,2013-11-01,34
4885,4885,2013-11-01,39
6887,6887,2013-11-01,44
2519,2519,2013-11-01,38
3429,3429,2013-11-01,34
3247,3247,2013-11-01,31
4703,4703,2013-11-01,22
4157,4157,2013-11-01,26
5795,5795,2013-11-01,32
1245,1245,2013-11-01,-6
8161,8161,2013-11-01,38
1427,1427,2013-11-01,38
7069,7069,2013-11-01,53
5613,5613,2013-11-01,47
881,881,2013-11-01,49
1063,1063,2013-11-01,48
1609,1609,2013-11-01,42
2883,2883,2013-11-01,17
153,153,2013-11-01,50
2701,2701,2013-11-01,33
4521,4521,2013-11-01,33
3975,3975,2013-11-01,36
5977,5977,2013-11-01,49
4339,4339,2013-11-01,32
3793,3793,2013-11-01,47
5249,5249,2013-11-01,36
6523,6523,2013-11-01,54
6341,6341,2013-11-01,39
3065,3065,2013-11-01,16
7615,7615,2013-11-01,49
517,517,2013-11-01,49
7979,7979,2013-11-01,20
5067,5067,2013-11-01,44
1973,1973,2013-11-01,50
1791,1791,2013-11-01,49
699,699,2013-11-01,38
7797,7797,2013-11-01,43
5431,5431,2013-11-01,47
2155,2155,2013-11-01,44
335,335,2013-11-01,47
7433,7433,2013-11-01,29
6159,6159,2013-11-01,37
2337,2337,2013-11-01,20
6705,6705,2013-11-01,54
5626,5626,2013-12-04,61
6354,6354,2013-12-04,53
7264,7264,2013-12-04,39
6718,6718,2013-12-04,66
1076,1076,2013-12-04,63
894,894,2013-12-04,62
1804,1804,2013-12-04,66
348,348,2013-12-04,61
4352,4352,2013-12-04,49
1986,1986,2013-12-04,66
5444,5444,2013-12-04,61
3260,3260,2013-12-04,47
3442,3442,2013-12-04,43
5262,5262,2013-12-04,49
8174,8174,2013-12-04,57
2168,2168,2013-12-04,65
2532,2532,2013-12-04,57
530,530,2013-12-04,67
5990,5990,2013-12-04,70
4716,4716,2013-12-04,33
7810,7810,2013-12-04,65
6172,6172,2013-12-04,61
7082,7082,2013-12-04,65
1258,1258,2013-12-04,34
2714,2714,2013-12-04,42
3806,3806,2013-12-04,61
7628,7628,2013-12-04,66
4170,4170,2013-12-04,39
4534,4534,2013-12-04,56
2350,2350,2013-12-04,45
7446,7446,2013-12-04,31
1440,1440,2013-12-04,57
712,712,2013-12-04,60
5808,5808,2013-12-04,38
3078,3078,2013-12-04,41
5080,5080,2013-12-04,65
1622,1622,2013-12-04,63
3624,3624,2013-12-04,61
4898,4898,2013-12-04,53
6536,6536,2013-12-04,66
166,166,2013-12-04,62
2896,2896,2013-12-04,32
7992,7992,2013-12-04,45
3988,3988,2013-12-04,49
6900,6900,2013-12-04,65
179,179,2013-12-07,83
1635,1635,2013-12-07,85
725,725,2013-12-07,82
6003,6003,2013-12-07,95
2909,2909,2013-12-07,67
7823,7823,2013-12-07,87
7277,7277,2013-12-07,71
7459,7459,2013-12-07,73
7095,7095,2013-12-07,85
361,361,2013-12-07,85
6185,6185,2013-12-07,82
3819,3819,2013-12-07,87
4547,4547,2013-12-07,72
3091,3091,2013-12-07,70
2727,2727,2013-12-07,73
1999,1999,2013-12-07,85
6731,6731,2013-12-07,84
8187,8187,2013-12-07,79
4729,4729,2013-12-07,65
2363,2363,2013-12-07,78
5457,5457,2013-12-07,87
907,907,2013-12-07,85
5093,5093,2013-12-07,92
4001,4001,2013-12-07,77
4365,4365,2013-12-07,77
3455,3455,2013-12-07,74
4183,4183,2013-12-07,72
3637,3637,2013-12-07,72
543,543,2013-12-07,84
1817,1817,2013-12-07,87
1271,1271,2013-12-07,59
3273,3273,2013-12-07,77
8005,8005,2013-12-07,78
1089,1089,2013-12-07,85
4911,4911,2013-12-07,80
5639,5639,2013-12-07,87
6549,6549,2013-12-07,84
7641,7641,2013-12-07,87
5275,5275,2013-12-07,77
6367,6367,2013-12-07,80
2181,2181,2013-12-07,92
6913,6913,2013-12-07,92
2545,2545,2013-12-07,79
1453,1453,2013-12-07,83
5821,5821,2013-12-07,77
